date,Beta-neutral,Unconstrained,Benchmark (EW)
2000-02-29,0.09639769581938631,0.0881568657201515,-0.01788
2000-03-31,-0.10222309851192428,-0.08915773229184502,0.01724000000000002
2000-04-30,0.020310102320544116,0.02626615815091317,0.018099999999999977
2000-05-31,0.022166844418693113,-0.023445235810191818,0.003720000000000022
2000-06-30,0.02031607623896288,0.022280487338901617,-0.00978000000000002
2000-07-31,-0.056202435397431985,-0.03564424012510864,0.026680000000000023
2000-08-31,0.01403951528257778,0.06880702320286118,0.005720000000000001
2000-09-30,0.07783124561840586,0.02431310904208478,0.02062
2000-10-31,0.11370217688761285,0.06445946504641753,0.02696
2000-11-30,0.1805352465774376,0.06798759828322172,0.04518
2000-12-31,0.038545010589788174,0.084462845717615,0.03746
2001-01-31,-0.03458834805364005,-0.04540330805109259,-0.013959999999999978
2001-02-28,0.1297124692090197,0.08402446394908819,0.04639999999999998
2001-03-31,0.046673322045908835,0.013443020036134259,0.017220000000000003
2001-04-30,-0.03859844089931562,0.0028709944324054187,-0.0079
2001-05-31,0.0341994967555154,0.0477357342862906,0.0197
2001-06-30,0.06904773099110123,0.03663254031049122,0.006780000000000002
2001-07-31,0.02904413002444851,0.03657369729924666,0.020299999999999985
2001-08-31,0.04149933127725663,0.049226980018827665,0.018680000000000002
2001-09-30,-0.025530941883393905,-0.05303138159556439,-0.010159999999999999
2001-10-31,0.011184254632631802,-0.0035811111051479994,-0.013660000000000021
2001-11-30,-0.019842832564025078,0.010934613690631515,0.008340000000000002
2001-12-31,0.048825329232837486,0.04957627904221772,0.01506
2002-01-31,-0.004107963241877111,-0.003365735133170948,0.02164
2002-02-28,0.027585691987836863,0.035122485959107524,0.025620000000000004
2002-03-31,0.028347447382581294,0.05189374492742658,0.016599999999999997
2002-04-30,0.07547783381733242,0.0761653870574793,0.030739999999999983
2002-05-31,0.00920754732100812,0.01741839080745051,0.0038600000000000197
2002-06-30,0.06743711909525418,0.0349746774240038,0.006959999999999979
2002-07-31,0.03779144584412554,-0.02650527972467564,-0.030580000000000003
2002-08-31,-0.049596269114919274,-0.04920814700775851,0.00440000000000002
2002-09-30,0.01890520524633535,-0.08707877982602744,-0.010059999999999979
2002-10-31,0.02690950195615999,0.06318920103920882,-0.005279999999999982
2002-11-30,0.009700026523266153,0.06425054998507568,0.007300000000000003
2002-12-31,-0.003705295568513787,-0.033721721001268995,0.0028599999999999815
2003-01-31,0.005917630195674937,-0.012386744547437855,-0.00578
2003-02-28,-0.0027835988705415455,-0.016503853880781606,-0.007999999999999981
2003-03-31,0.013009232397137752,0.02057663680346731,0.0012400000000000206
2003-04-30,-0.02092781548728897,0.03088743434374173,0.01367999999999998
2003-05-31,0.002742423587166847,0.0408823479440098,0.015319999999999959
2003-06-30,0.010321439752734715,0.01883231313118676,0.00649999999999998
2003-07-31,0.0197660720497611,0.030822751426638366,0.00566
2003-08-31,0.00991545432737146,0.02536763030198213,0.012399999999999982
2003-09-30,0.011636528917436745,0.005948567981867995,0.00155999999999996
2003-10-31,0.014447043717299886,0.05259298205244621,0.02237999999999998
2003-11-30,0.023187620329221646,0.035721412344628466,0.01454
2003-12-31,-0.013609518993540527,0.016354349301825416,0.009420000000000001
2004-01-31,0.005586732705710931,0.020330687169776505,0.013520000000000003
2004-02-29,-0.011913136156732678,-4.6709903333668965e-05,0.0047799999999999995
2004-03-31,0.006849974558245375,0.0017941539470324834,0.0033799999999999802
2004-04-30,0.005307995877816503,-0.007732468975561145,-0.012960000000000003
2004-05-31,-0.007261964207365598,-0.0018083350059768413,-0.00111999999999998
2004-06-30,0.014106715928061214,0.027951493214830453,0.0128
2004-07-31,-0.010635930276764127,-0.03207610642556323,-0.0004200000000000011
2004-08-31,-0.012315586494925576,-0.012622826177570483,-0.00031999999999999997
2004-09-30,-0.00506404380225757,-0.002409986616909823,0.0031200000000000012
2004-10-31,0.0007228026912462803,0.011207714168175226,0.0023799999999999603
2004-11-30,0.015969430672082407,0.04377771193569727,0.019040000000000005
2004-12-31,-0.002891110130520176,0.020884733414277018,0.00492
2005-01-31,-0.00316774194895628,-0.022667179009442873,-0.0008200000000000208
2005-02-28,0.0028462287789125075,0.018078410055303567,0.00819999999999998
2005-03-31,0.004494172336742208,-0.009244421371463073,0.0010200000000000205
2005-04-30,-0.017727872900933132,-0.036880343404198414,-0.0128
2005-05-31,0.009107009073031504,0.03443167877942624,0.010180000000000002
2005-06-30,0.04050412788521065,0.03208896449022857,0.01397999999999998
2005-07-31,0.0011930128900673707,0.025291184854258013,0.007860000000000018
2005-08-31,-0.012016026972791595,-0.027533412614736262,-0.0047599999999999795
2005-09-30,0.011951737594691345,0.008977057718497803,0.0012000000000000198
2005-10-31,0.00870681352383934,-0.009845242517083672,-0.01013999999999998
2005-11-30,-0.0018655897002939955,0.008699751484472402,0.0028800000000000193
2005-12-31,-0.00028232154713367955,-0.0005411987863962494,8.00000000000001e-05
2006-01-31,0.03370238932839269,0.043930387526158035,0.01767999999999998
